Rceipt;tangga;Net;Cust
RHSMAACFm011560;13/05/2024;30000;6B8BA55A98005
RHSMAACFm011565;13/05/2024;26000;6B83A593A6637
RHSMAACFm011571;13/05/2024;16000;6B857876074A8
RHSMAACFm011578;13/05/2024;26000;6B80000078B9
RHSMAACFm011579;13/05/2024;29000;6B8000003449
RHSMAACFm011580;13/05/2024;33000;6B8979708636
RHSMAACFn011619;14/05/2024;13000;6B8000007306
RHSMAACFn011621;14/05/2024;16000;6B8000005783
RHSMAACFn011632;14/05/2024;30000;6B800000943A
RHSMAACFn011646;14/05/2024;15000;6B8538964B686
RHSMAACFn011658;14/05/2024;30000;6B8A9AA840A35
RHSMAACFn011682;14/05/2024;22000;6B800000B496
RHSMAACFn011688;14/05/2024;15000;6B83854908338
RHSMAACFn011700;14/05/2024;34000;6B8000006360
RHSMAACFn011707;14/05/2024;32000;6B8000000406
RHSMAACFn011724;14/05/2024;26000;6B8AA50006A
RHSMAACFn011731;14/05/2024;15000;6B85A568A6A53
RHSMAACFo011737;15/05/2024;13000;6B8000007306
RHSMAACFo011739;15/05/2024;30000;6B8538964B686
RHSMAACFo011746;15/05/2024;25000;6B8000000844
RHSMAACFo011761;15/05/2024;28000;6B89560069655A
RHSMAACFo011764;15/05/2024;27000;6B8000003449
RHSMAACFp011866;16/05/2024;15000;6B83854908338
RHSMAACFp011894;16/05/2024;57000;6B8000005838
RHSMAACFp011913;16/05/2024;38000;6B8A649066A68
RHSMAACFq011938;17/05/2024;11000;6B8000004B67
RHSMAACFq011941;17/05/2024;13000;6B8000006349
RHSMAACFq011947;17/05/2024;13000;6B800000A003
RHSMAACFq011961;17/05/2024;22000;6B8AB533AAB60
RHSMAACFq011965;17/05/2024;11000;6B8AB5687B559
RHSMAACFq011975;17/05/2024;14000;6B85787AA5644
RHSMAACFq011998;17/05/2024;13000;6B85705898764
RHSMAACFr012023;18/05/2024;26000;6B8000007306
RHSMAACFr012029;18/05/2024;28000;6B8BA7B8866B9
RHSMAACFr012033;18/05/2024;22000;6B8000006B68
RHSMAACFr012055;18/05/2024;16000;6B8000005783
RHSMAACFr012056;18/05/2024;11000;6B8000000075
RHSMAACFr012060;18/05/2024;13000;6B800000B677
RHSMAACFr012063;18/05/2024;13000;6B8000006B96
RHSMAACFr012075;18/05/2024;22000;6B800000A003
RHSMAACFr012076;18/05/2024;22000;6B83A4A855B88
RHSMAACFr012088;18/05/2024;16000;6B8AB560B3566
RHSMAACFr012094;18/05/2024;11000;6B8B357757B70
RHSMAACFr012109;18/05/2024;22000;6B8AB5687B559
RHSMAACFr012110;18/05/2024;14000;6B8784B848699
RHSMAACFs012139;19/05/2024;15000;6B83A593A6637
RHSMAACFs012143;19/05/2024;33000;6B8000006B68
RHSMAACFs012146;19/05/2024;13000;6B800000A444
RHSMAACFs012175;19/05/2024;13000;6B8BB55550660
RHSMAACFs012179;19/05/2024;70000;6B8969A503049
RHSMAACFs012205;19/05/2024;24000;6B8BA5855BA3B
RHSMAACFs012226;19/05/2024;29000;6B89535BABA900
RHSMAACFt012248;20/05/2024;13000;6B8000007306
RHSMAACFt012259;20/05/2024;13000;6B8BA58BB9846
RHSMAACFt012264;20/05/2024;41000;6B853866AABA3
RHSMAACFt012273;20/05/2024;21000;6B80000008A3
RHSMAACFt012274;20/05/2024;24000;6B8000008995
RHSMAACFt012277;20/05/2024;24000;6B878A4AB5775
RHSMAACFt012288;20/05/2024;45000;6B8593A50AA98
RHSMAACFt012291;20/05/2024;21000;6B85B49AA9779
RHSMAACFt012299;20/05/2024;31000;6B80000068B8
RHSMAACFt012303;20/05/2024;29000;6B80000078B9
RHSMAACFt012312;20/05/2024;14000;6B8B3A6587574
RHSMAACFt012314;20/05/2024;24000;6B8000006658
RHSMAACFt012338;20/05/2024;21000;6B85B46847040
RHSMAACFu012352;21/05/2024;21000;6B888070999B3
RHSMAACFu012391;21/05/2024;11000;6B8BA59994686
RHSMAACFu012396;21/05/2024;21000;6B800000B383
RHSMAACFu012401;21/05/2024;21000;6B85B46847040
RHSMAACFu012407;21/05/2024;34000;6B8000006066
RHSMAACFv012412;22/05/2024;13000;6B8000007306
RHSMAACFv012422;22/05/2024;22000;6B878400ABB34
RHSMAACFv012443;22/05/2024;12000;6B8BB55550660
RHSMAACFv012450;22/05/2024;21000;6B85B48554444
RHSMAACFv012458;22/05/2024;16000;6B8AB560B3566
RHSMAACFv012461;22/05/2024;17000;6B800000A5B6
RHSMAACFv012463;22/05/2024;26000;6B8BB9860A990
RHSMAACFv012464;22/05/2024;12000;6B8BA59994686
RHSMAACFv012469;22/05/2024;12000;6B878400ABB34
RHSMAACFv012473;22/05/2024;11000;6B8AB5687B559
RHSMAACFv012479;22/05/2024;21000;6B8A348394979
RHSMAACFv012485;22/05/2024;31000;6B8000005993
RHSMAACFv012493;22/05/2024;12000;6B8000006047
RHSMAACFw012501;23/05/2024;27000;6B8000000565
RHSMAACFw012506;23/05/2024;23000;6B8BA7B8866B9
RHSMAACFw012560;23/05/2024;13000;6B8000006877
RHSMAACFw012564;23/05/2024;21000;6B8A3477BA639
RHSMAACFx012567;24/05/2024;25000;6B8000004B4B
RHSMAACFx012571;24/05/2024;24000;6B8BA55A98005
RHSMAACFx012585;24/05/2024;16000;6B8B353B0B8BA
RHSMAACFx012587;24/05/2024;14000;6B8AB505A8678
RHSMAACFx012596;24/05/2024;16000;6B8000003B96
RHSMAACFx012607;24/05/2024;12000;6B800000B677
RHSMAACFx012632;24/05/2024;21000;6B8565408A095
RHSMAACFy012641;25/05/2024;13000;6B8000007306
RHSMAACFy012643;25/05/2024;24000;6B8A56335648A
RHSMAACFy012647;25/05/2024;12000;6B800000B677
RHSMAACFy012660;25/05/2024;27000;6B800000696A
RHSMAACFy012665;25/05/2024;29000;6B8000006996
RHSMAACFy012670;25/05/2024;27000;6B8BB50609033
RHSMAACFy012683;25/05/2024;23000;6B8AB55409B74
RHSMAACFy012684;25/05/2024;15000;6B88B4B4A5363
RHSMAACFy012692;25/05/2024;12000;6B8000004839
RHSMAACFy012696;25/05/2024;12000;6B8000006877
RHSMAACFy012724;25/05/2024;13000;6B857873B6383
RHSMAACFy012732;25/05/2024;31000;6B87877493783
RHSMAACFy012735;25/05/2024;14000;6B8A349584A4A
RHSMAACFz012739;26/05/2024;13000;6B8000007306
RHSMAACFz012757;26/05/2024;24000;6B87893385A56
RHSMAACFz012787;26/05/2024;36000;6B878646746AA
RHSMAACFz012795;26/05/2024;16000;6B8000005783
RHSMAACFz012803;26/05/2024;26000;6B8564A9BA758
RHSMAACFz012823;26/05/2024;13000;6B8BA58BB9846
RHSMAACF0012850;27/05/2024;13000;6B8000007306
RHSMAACF0012854;27/05/2024;24000;6B8A35AA9408B
RHSMAACF0012856;27/05/2024;28000;6B8784BB665A4
RHSMAACF0012857;27/05/2024;16000;6B8AB560B3566
RHSMAACF0012884;27/05/2024;13000;6B83A50B37B83
RHSMAACF0012885;27/05/2024;52000;6B80000039A8
RHSMAACF0012892;27/05/2024;26000;6B8000006066
RHSMAACF0012895;27/05/2024;28000;6B8979708636
RHSMAACF0012907;27/05/2024;11000;6B8565408A095
RHSMAACF0012914;27/05/2024;14000;6B80000084AB
RHSMAACF0012919;27/05/2024;14000;6B8000004755
RHSMAACF1012927;28/05/2024;13000;6B8000005838
RHSMAACF1012929;28/05/2024;16000;6B8000005783
RHSMAACF1012941;28/05/2024;32000;6B8979708636
RHSMAACF1012950;28/05/2024;28000;6B80000008A3
RHSMAACF1012962;28/05/2024;13000;6B8538964B686
RHSMAACF1012973;28/05/2024;13000;6B800000B677
RHSMAACF1012987;28/05/2024;16000;6B85B48044555
RHSMAACF1012988;28/05/2024;29000;6B8B35A6A0B60
RHSMAACF1012990;28/05/2024;27000;6B8A3895A5AA5
RHSMAACF1012994;28/05/2024;28000;6B8564A9BA758
RHSMAACF1013000;28/05/2024;35000;6B8969A68B879
RHSMAACF1013003;28/05/2024;22000;6B8BB57687755
RHSMAACF1013007;28/05/2024;22000;6B8AB5687B559
RHSMAACF1013009;28/05/2024;22000;6B8AB5687B559
RHSMAACF1013012;28/05/2024;24000;6B8539BA459A3
RHSMAACF1013020;28/05/2024;16000;6B8900008484
RHSMAACF2013036;29/05/2024;13000;6B878A564A498
RHSMAACF2013039;29/05/2024;11000;6B8A99974A89B
RHSMAACF2013059;29/05/2024;12000;6B8000003B38
RHSMAACF2013062;29/05/2024;56000;6B8000006860
RHSMAACF2013063;29/05/2024;23000;6B80000080B9
RHSMAACF2013072;29/05/2024;51000;6B85348839A67
RHSMAACF3013078;30/05/2024;28000;6B800000905B
RHSMAACF3013097;30/05/2024;32000;6B8BA55A98005
RHSMAACF3013108;30/05/2024;14000;6B8000006065
RHSMAACF3013110;30/05/2024;14000;6B8000004573
RHSMAACF3013112;30/05/2024;26000;6B8000009359
RHSMAACF3013127;30/05/2024;43000;6B8A37497B977
RHSMAACF3013135;30/05/2024;11000;6B8BA59994686
RHSMAACF3013148;30/05/2024;16000;6B8000006649
RHSMAACF4013168;31/05/2024;31000;6B8000003346
RHSMAACF4013198;31/05/2024;15000;6B88B4B4A5363
RHSMAACF4013218;31/05/2024;28000;6B8A3895A5AA5
RHSMAACF4013227;31/05/2024;23000;6B8969BA57970
RHSMAACF4013235;31/05/2024;21000;6B83A53067563
RHSMAACF4013236;31/05/2024;31000;6B8000008995
ZMKWAACFa005275;01/05/2024;11000;6B878A48BB04B
ZMKWAACFa005276;01/05/2024;12000;6B85B5A63BAB0
ZMKWAACFa005282;01/05/2024;14000;6B85695A05A35
ZMKWAACFa005318;01/05/2024;25000;6B85A6A430099
ZMKWAACFb005365;02/05/2024;13000;6B80000077B8
ZMKWAACFb005373;02/05/2024;15000;6B878A5578448
ZMKWAACFb005377;02/05/2024;15000;6B87837BB3BB8
ZMKWAACFc005386;03/05/2024;12000;6B8BA593445BA
ZMKWAACFc005388;03/05/2024;15000;6B83A5008A580
ZMKWAACFc005405;03/05/2024;12000;6B85B5A63BAB0
ZMKWAACFd005456;04/05/2024;16000;6B83A5008A580
ZMKWAACFd005490;04/05/2024;15000;6B87837BB3BB8
ZMKWAACFe005517;05/05/2024;22000;6B878A48BB04B
ZMKWAACFe005519;05/05/2024;16000;6B85888889993
ZMKWAACFe005542;05/05/2024;12000;6B8969A7677B3
ZMKWAACFf005564;06/05/2024;26000;6B08AB567447B7
ZMKWAACFf005566;06/05/2024;13000;6B877A6703597
ZMKWAACFg005624;07/05/2024;29000;6B83A5008A580
ZMKWAACFg005664;07/05/2024;15000;6B87837BB3BB8
ZMKWAACFg005665;07/05/2024;13000;6B8A3483AB5B4
ZMKWAACFh005678;08/05/2024;15000;6B83A5008A580
ZMKWAACFh005684;08/05/2024;12000;6B85B5A63BAB0
ZMKWAACFi005722;09/05/2024;12000;6B85B5A63BAB0
ZMKWAACFj005782;10/05/2024;12000;6B85B5A63BAB0
ZMKWAACFk005849;11/05/2024;12000;6B85B5A63BAB0
ZMKWAACFk005852;11/05/2024;26000;6B85B5ABB8979
ZMKWAACFk005869;11/05/2024;22000;6B878A48BB04B
ZMKWAACFk005872;11/05/2024;12000;6B87874350A68
ZMKWAACFl005909;12/05/2024;13000;6B83A4378B569
ZMKWAACFl005911;12/05/2024;17000;6B0893334AB7A84
ZMKWAACFm005954;13/05/2024;13000;6B85B4655607A
ZMKWAACFn005990;14/05/2024;14000;6B8000005A95
ZMKWAACFn005996;14/05/2024;13000;6B8AB500A45B
ZMKWAACFn006001;14/05/2024;22000;6B8000003844
ZMKWAACFo006039;15/05/2024;176000;6B89560BA0B494
ZMKWAACFo006043;15/05/2024;16000;6B87837BB3BB8
ZMKWAACFo006052;15/05/2024;33000;6B8884B70095
ZMKWAACFo006053;15/05/2024;16000;6B83A5008A580
ZMKWAACFo006065;15/05/2024;24000;6B85B5A6A4383
ZMKWAACFo006068;15/05/2024;12000;6B85B5A63BAB0
ZMKWAACFo006075;15/05/2024;29000;6B89685A3B333
ZMKWAACFq006113;17/05/2024;11000;6B85B5ABB8979
ZMKWAACFq006124;17/05/2024;14000;6B8BAAA65BA7A
ZMKWAACFq006128;17/05/2024;12000;6B85B5A63BAB0
ZMKWAACFs006267;19/05/2024;13000;6B0878A5B36583
ZMKWAACFs006269;19/05/2024;26000;6B8539BB33A75
ZMKWAACFt006303;20/05/2024;12000;6B85B5A63BAB0
ZMKWAACFt006309;20/05/2024;21000;6B8AB47AB5875
ZMKWAACFt006322;20/05/2024;21000;6B8B35A754699
ZMKWAACFt006331;20/05/2024;33000;6B8AB86B6937B
ZMKWAACFu006349;21/05/2024;12000;6B85B5A63BAB0
ZMKWAACFu006356;21/05/2024;12000;6B08BA50357AB0
ZMKWAACFu006363;21/05/2024;74000;6B08AB5A04040B
ZMKWAACFu006374;21/05/2024;33000;6B85B487A7979
ZMKWAACFv006406;22/05/2024;13000;6B85B4655607A
ZMKWAACFv006418;22/05/2024;13000;6B878A60B40B0
ZMKWAACFv006446;22/05/2024;16000;6B8BA493494B5
ZMKWAACFw006448;23/05/2024;12000;6B8969A7677B3
ZMKWAACFw006449;23/05/2024;12000;6B8969A7677B3
ZMKWAACFw006451;23/05/2024;17000;6B895334AB7A84
ZMKWAACFw006452;23/05/2024;13000;6B8A5BA5B8849
ZMKWAACFw006454;23/05/2024;13000;6B878A49A84B4
ZMKWAACFw006460;23/05/2024;12000;6B85B5A63BAB0
ZMKWAACFw006461;23/05/2024;36000;6B80000077B8
ZMKWAACFw006495;23/05/2024;14000;6B858B0370796
ZMKWAACFx006515;24/05/2024;12000;6B85B5A63BAB0
ZMKWAACFy006560;25/05/2024;25000;6B85B5A668050
ZMKWAACFy006567;25/05/2024;27000;6B8AA5A966AA
ZMKWAACFy006570;25/05/2024;10000;6B8AB5A4A0776
ZMKWAACFy006599;25/05/2024;13000;6B878A60B40B0
ZMKWAACFy006617;25/05/2024;12000;6B85B5A63BAB0
ZMKWAACFz006642;26/05/2024;13000;6B878A60B40B0
ZMKWAACFz006648;26/05/2024;12000;6B85B5A63BAB0
ZMKWAACFz006666;26/05/2024;26000;6B8969A7677B3
ZMKWAACF0006685;27/05/2024;15000;6B8BA50357AB0
ZMKWAACF0006687;27/05/2024;12000;6B8A34937B779
ZMKWAACF0006691;27/05/2024;11000;6B85B5A668050
ZMKWAACF0006711;27/05/2024;12000;6B85B5A63BAB0
ZMKWAACF0006729;27/05/2024;29000;6B89685A3B333
ZMKWAACF1006745;28/05/2024;10000;6B8A348B7B3B6
ZMKWAACF1006749;28/05/2024;13000;6B85389B93355
ZMKWAACF1006771;28/05/2024;23000;6B85B487A7979
ZMKWAACF1006772;28/05/2024;12000;6B85B5A63BAB0
ZMKWAACF2006803;29/05/2024;25000;6B85B4884B055
ZMKWAACF2006810;29/05/2024;25000;6B8BB64B73067
ZMKWAACF3006826;30/05/2024;22000;6B8A3BBA73844
ZMKWAACF4006910;31/05/2024;13000;6B858B0595598
ZMKWAACF4006913;31/05/2024;39000;6B853488B3837
BBQMAACFa005496;01/05/2024;22000;6B800000B89B
BBQMAACFa005497;01/05/2024;16000;6B8000008A86
BBQMAACFa005515;01/05/2024;29000;6B8965465554A
BBQMAACFa005521;01/05/2024;10000;6B085A03B6B6BB
BBQMAACFa005523;01/05/2024;17000;6B8969A5ABB9B
BBQMAACFa005545;01/05/2024;28000;6B8784AA36837
BBQMAACFb005552;02/05/2024;32000;6B8B3B50BB940
BBQMAACFb005555;02/05/2024;24000;6B8000007090
BBQMAACFb005559;02/05/2024;16000;6B8000008A86
BBQMAACFb005562;02/05/2024;62000;6B8A377333707
BBQMAACFb005581;02/05/2024;15000;6B8965465554A
BBQMAACFb005582;02/05/2024;16000;6B8BB554640BB
BBQMAACFb005595;02/05/2024;15000;6B8575A487464
BBQMAACFb005601;02/05/2024;13000;6B8000005960
BBQMAACFb005603;02/05/2024;13000;6B8A35A987995
BBQMAACFc005641;03/05/2024;24000;6B8ABA3A00056
BBQMAACFc005644;03/05/2024;11000;6B88804579738
BBQMAACFd005667;04/05/2024;13000;6B8000009388
BBQMAACFd005680;04/05/2024;28000;6B89536638006B
BBQMAACFd005705;04/05/2024;15000;6B8AB56644856
BBQMAACFd005706;04/05/2024;16000;6B8000008A86
BBQMAACFe005743;05/05/2024;17000;6B8969A5ABB9B
BBQMAACFe005755;05/05/2024;16000;6B8956AA507A35
BBQMAACFe005768;05/05/2024;15000;6B800000509A
BBQMAACFe005776;05/05/2024;11000;6B8BA49505364
BBQMAACFf005786;06/05/2024;13000;6B8AB56744765
BBQMAACFf005790;06/05/2024;11000;6B853479766AA
BBQMAACFf005800;06/05/2024;13000;6B8BB554640BB
BBQMAACFf005809;06/05/2024;25000;6B800000B683
BBQMAACFf005812;06/05/2024;24000;6B800000B838
BBQMAACFg005847;07/05/2024;16000;6B8000008A86
BBQMAACFg005860;07/05/2024;28000;6B89536638006B
BBQMAACFg005864;07/05/2024;15000;6B8AB56644856
BBQMAACFg005865;07/05/2024;11000;6B8BA5985A6A6
BBQMAACFg005870;07/05/2024;37000;6B8A35A987995
BBQMAACFh005889;08/05/2024;13000;6B8575A487464
BBQMAACFh005893;08/05/2024;12000;6B8000000607
BBQMAACFh005895;08/05/2024;55000;6B878504B8A0A
BBQMAACFh005900;08/05/2024;16000;6B8000008A86
BBQMAACFh005909;08/05/2024;16000;6B8000005783
BBQMAACFh005941;08/05/2024;24000;6B85B5A5A4777
BBQMAACFh005943;08/05/2024;26000;6B8000005A40
BBQMAACFh005947;08/05/2024;52000;6B8000005A40
BBQMAACFi005963;09/05/2024;27000;6B89536638006B
BBQMAACFi005980;09/05/2024;11000;6B8ABA3A00056
BBQMAACFi005997;09/05/2024;14000;6B8000006550
BBQMAACFi006009;09/05/2024;26000;6B8A35A987995
BBQMAACFj006020;10/05/2024;22000;6B8A35AA89889
BBQMAACFj006027;10/05/2024;11000;6B8000000799
BBQMAACFj006029;10/05/2024;14000;6B8000000607
BBQMAACFj006034;10/05/2024;14000;6B8000004966
BBQMAACFj006041;10/05/2024;18000;6B8BB554640BB
BBQMAACFj006042;10/05/2024;16000;6B8BB554640BB
BBQMAACFj006048;10/05/2024;15000;6B8000003A48
BBQMAACFj006049;10/05/2024;16000;6B8000008A86
BBQMAACFj006075;10/05/2024;14000;6B8000000607
BBQMAACFk006097;11/05/2024;35000;6B8000007090
BBQMAACFk006115;11/05/2024;16000;6B8BB554640BB
BBQMAACFk006124;11/05/2024;11000;6B838BAA68709
BBQMAACFk006127;11/05/2024;80000;6B8594B9939A8
BBQMAACFk006143;11/05/2024;11000;6B85754573BA8
BBQMAACFk006151;11/05/2024;22000;6B85A03B6B6BB
BBQMAACFl006157;12/05/2024;16000;6B8957006AA978
BBQMAACFl006173;12/05/2024;11000;6B8A348453378
BBQMAACFl006184;12/05/2024;39000;6B89536638006B
BBQMAACFl006203;12/05/2024;31000;6B8AB5454BB66
BBQMAACFm006208;13/05/2024;25000;6B878B77709AA
BBQMAACFm006211;13/05/2024;16000;6B8000008A86
BBQMAACFm006222;13/05/2024;13000;6B8BB554640BB
BBQMAACFm006223;13/05/2024;28000;6B8000004966
BBQMAACFm006227;13/05/2024;14000;6B85B50599B37
BBQMAACFm006228;13/05/2024;16000;6B85B5A5A4777
BBQMAACFm006233;13/05/2024;11000;6B8000009903
BBQMAACFm006240;13/05/2024;12000;6B85A044AB000
BBQMAACFn006248;14/05/2024;16000;6B8000008A86
BBQMAACFn006259;14/05/2024;44000;6B878504B8A0A
BBQMAACFn006264;14/05/2024;13000;6B89536638006B
BBQMAACFn006266;14/05/2024;31000;6B8BB554640BB
BBQMAACFn006272;14/05/2024;13000;6B800000A300
BBQMAACFn006289;14/05/2024;32000;6B8969A5ABB9B
BBQMAACFn006298;14/05/2024;25000;6B85B50039B8B
BBQMAACFn006305;14/05/2024;13000;6B800000A7B9
BBQMAACFo006313;15/05/2024;25000;6B8BA33333A9A
BBQMAACFo006315;15/05/2024;13000;6B877A4060809
BBQMAACFo006324;15/05/2024;11000;6B89537680977B
BBQMAACFo006336;15/05/2024;15000;6B8969A5ABB9B
BBQMAACFo006346;15/05/2024;25000;6B800000077B
BBQMAACFo006352;15/05/2024;14000;6B896B8050307
BBQMAACFo006366;15/05/2024;13000;6B8A347559899
BBQMAACFp006380;16/05/2024;13000;6B8AB56744765
BBQMAACFp006399;16/05/2024;16000;6B8000008A86
BBQMAACFp006400;16/05/2024;15000;6B8965465554A
BBQMAACFp006406;16/05/2024;15000;6B8ABA3A00056
BBQMAACFp006408;16/05/2024;23000;6B89535A05B700
BBQMAACFp006412;16/05/2024;26000;6B8A35A987995
BBQMAACFq006423;17/05/2024;128000;6B85B50039B8B
BBQMAACFq006433;17/05/2024;12000;6B8000008AAA
BBQMAACFq006435;17/05/2024;28000;6B89536638006B
BBQMAACFq006436;17/05/2024;16000;6B8BB554640BB
BBQMAACFq006464;17/05/2024;15000;6B80000008B4
BBQMAACFr006486;18/05/2024;16000;6B8BA49505364
BBQMAACFr006490;18/05/2024;30000;6B87840550606
BBQMAACFr006495;18/05/2024;13000;6B8000000799
BBQMAACFr006510;18/05/2024;39000;6B8A35A987995
BBQMAACFr006513;18/05/2024;16000;6B8000008A86
BBQMAACFr006519;18/05/2024;27000;6B8AB5659068B
BBQMAACFr006524;18/05/2024;15000;6B8BB5A839749
BBQMAACFs006553;19/05/2024;13000;6B8A348453378
BBQMAACFs006558;19/05/2024;28000;6B89536638006B
BBQMAACFs006564;19/05/2024;15000;6B8000003A48
BBQMAACFs006587;19/05/2024;16000;6B8000008A86
BBQMAACFs006593;19/05/2024;27000;6B887546767A
BBQMAACFs006594;19/05/2024;25000;6B800000077B
BBQMAACFt006606;20/05/2024;16000;6B857537A5783
BBQMAACFt006614;20/05/2024;13000;6B8AB56744765
BBQMAACFt006620;20/05/2024;30000;6B8BA54635573
BBQMAACFt006628;20/05/2024;16000;6B8BB554640BB
BBQMAACFt006658;20/05/2024;13000;6B8A35A987995
BBQMAACFu006668;21/05/2024;21000;6B85750867300
BBQMAACFu006669;21/05/2024;3000;6B85750867300
BBQMAACFu006673;21/05/2024;13000;6B89536638006B
BBQMAACFu006685;21/05/2024;28000;6B8AA5AA8A7
BBQMAACFu006687;21/05/2024;14000;6B8000000607
BBQMAACFu006692;21/05/2024;15000;6B8965465554A
BBQMAACFu006693;21/05/2024;14000;6B8000004B07
BBQMAACFu006694;21/05/2024;13000;6B8000005757
BBQMAACFu006714;21/05/2024;14000;6B85695A05A35
BBQMAACFv006716;22/05/2024;16000;6B8BB8A434A36
BBQMAACFv006738;22/05/2024;12000;6B85B50039B8B
BBQMAACFv006740;22/05/2024;30000;6B8000004B07
BBQMAACFv006741;22/05/2024;11000;6B838BAA68709
BBQMAACFv006762;22/05/2024;14000;6B85695A05A35
BBQMAACFw006769;23/05/2024;28000;6B89536638006B
BBQMAACFw006774;23/05/2024;16000;6B8957006AA978
BBQMAACFw006781;23/05/2024;15000;6B8539B067470
BBQMAACFw006793;23/05/2024;21000;6B8AA5AAA993
BBQMAACFw006796;23/05/2024;30000;6B8AA5A9A363
BBQMAACFw006799;23/05/2024;21000;6B800000054B
BBQMAACFx006833;24/05/2024;16000;6B8BB554640BB
BBQMAACFx006843;24/05/2024;26000;6B8A35A987995
BBQMAACFx006846;24/05/2024;34000;6B8BB50B8A038
BBQMAACFy006865;25/05/2024;12000;6B8000009667
BBQMAACFy006868;25/05/2024;16000;6B8000005783
BBQMAACFy006870;25/05/2024;47000;6B8969A5ABB9B
BBQMAACFy006879;25/05/2024;13000;6B89536638006B
BBQMAACFy006882;25/05/2024;26000;6B8787A0678A9
BBQMAACFy006898;25/05/2024;13000;6B8A35A987995
BBQMAACFz006909;26/05/2024;25000;6B88B0A9599677
BBQMAACFz006910;26/05/2024;26000;6B89534A5B3B44
BBQMAACF0006967;27/05/2024;13000;6B8957006AA978
BBQMAACF0006973;27/05/2024;13000;6B8AB56744765
BBQMAACF0006985;27/05/2024;13000;6B8787A0678A9
BBQMAACF0006988;27/05/2024;11000;6B8AB56644856
BBQMAACF1007000;28/05/2024;17000;6B8969A5ABB9B
BBQMAACF1007003;28/05/2024;13000;6B89536638006B
BBQMAACF1007009;28/05/2024;22000;6B8A94586B773
BBQMAACF1007010;28/05/2024;13000;6B8AB56744765
BBQMAACF1007015;28/05/2024;14000;6B8000004966
BBQMAACF1007022;28/05/2024;16000;6B8BB554640BB
BBQMAACF1007023;28/05/2024;13000;6B8000005757
BBQMAACF1007030;28/05/2024;16000;6B8000008A86
BBQMAACF1007040;28/05/2024;14000;6B85695A05A35
BBQMAACF2007049;29/05/2024;49000;6B8BA53637447
BBQMAACF2007067;29/05/2024;39000;6B8575A86B4B6
BBQMAACF2007068;29/05/2024;6000;6B8575A86B4B6
BBQMAACF2007082;29/05/2024;17000;6B8969A5ABB9B
BBQMAACF2007090;29/05/2024;13000;6B8BB554640BB
BBQMAACF3007111;30/05/2024;13000;6B877A4060809
BBQMAACF3007124;30/05/2024;13000;6B89536638006B
BBQMAACF3007136;30/05/2024;47000;6B8000005A40
BBQMAACF3007138;30/05/2024;15000;6B8957006AA978
BBQMAACF3007140;30/05/2024;11000;6B838BAA68709
BBQMAACF4007155;31/05/2024;14000;6B8000008A86
BBQMAACF4007161;31/05/2024;57000;6B08AB7A35700B
BBQMAACF4007174;31/05/2024;11000;6B8AB56644856
BBQMAACF4007182;31/05/2024;26000;6B8A35A987995
SQRUAACFa004421;01/05/2024;37000;6B887435779B95
SQRUAACFa004432;01/05/2024;27000;6B8000006730
SQRUAACFa004448;01/05/2024;26000;6B8BB53364A77
SQRUAACFa004459;01/05/2024;16000;6B8000009496
SQRUAACFa004460;01/05/2024;29000;6B800000366B
SQRUAACFb004473;02/05/2024;16000;6B8A348394979
SQRUAACFb004474;02/05/2024;26000;6B80000068A0
SQRUAACFb004484;02/05/2024;12000;6B85750BA8BA3
SQRUAACFb004486;02/05/2024;22000;6B8BB53905300
SQRUAACFb004491;02/05/2024;32000;6B80000070B0
SQRUAACFb004492;02/05/2024;13000;6B8000006767
SQRUAACFb004498;02/05/2024;15000;6B800003809
SQRUAACFb004504;02/05/2024;12000;6B8ABA94B48A3
SQRUAACFb004509;02/05/2024;11000;6B800000038B
SQRUAACFc004519;03/05/2024;24000;6B8000007077
SQRUAACFc004525;03/05/2024;15000;6B8AB5399B54A
SQRUAACFc004538;03/05/2024;11000;6B8A5496AA6A6
SQRUAACFc004541;03/05/2024;13000;6B8A553889B33
SQRUAACFc004547;03/05/2024;53000;6B8BB53033780
SQRUAACFc004550;03/05/2024;11000;6B80000047B8
SQRUAACFc004554;03/05/2024;12000;6B85750BA8BA3
SQRUAACFc004565;03/05/2024;30000;6B8969089A849
SQRUAACFd004572;04/05/2024;28000;6B8784764A565
SQRUAACFd004574;04/05/2024;60000;6B085B5A5B8868
SQRUAACFd004575;04/05/2024;13000;6B895634830494
SQRUAACFd004597;04/05/2024;15000;6B8000003967
SQRUAACFd004601;04/05/2024;11000;6B800003809
SQRUAACFd004603;04/05/2024;12000;6B89783343A5
SQRUAACFd004608;04/05/2024;13000;6B8000003A65
SQRUAACFd004618;04/05/2024;26000;6B8BA54AAB34B
SQRUAACFd004624;04/05/2024;14000;6B8AB58896667
SQRUAACFd004630;04/05/2024;28000;6B8000007800
SQRUAACFd004631;04/05/2024;22000;6B8AB58794040
SQRUAACFe004634;05/05/2024;42000;6B8AB5855BB55
SQRUAACFe004637;05/05/2024;27000;6B83A40953405
SQRUAACFe004648;05/05/2024;26000;6B8000004649
SQRUAACFe004650;05/05/2024;26000;6B8000007465
SQRUAACFe004652;05/05/2024;62000;6B857543A7637
SQRUAACFe004653;05/05/2024;27000;6B8A35B933373
SQRUAACFe004656;05/05/2024;13000;6B8000003895
